Id,Title,Name,URL
ERI, UN humanitarian news and information service with recent news on Eritrea. ,www.IRINnews.org,http://www.irinnews.org/Country/ER/Eritrea
EST, Estonian News (in Estonian).,Eesti Ekspress,http://www.ekspress.ee/
EST, Baltic and Estonian News (in Estonian).,Eesti Pevaleht,http://www.epl.ee/
EST, Baltic and Estonian News (in Estonian). ,SL htuleht,http://www.sloleht.ee/
EST,,Baltic News Service,http://www.bns.ee/
EST, ERR News - Estonian Public Broadcasting News in English,Eesti Televisioon,http://news.err.ee/
FRO, Faroese national newspaper (in Faroese).,Dimmaltting,http://www.dimma.fo/
FRO, Faroese national newspaper (in Faroese). ,Sosialurin,http://www.sosialurin.fo/
FRO, Faroese portal with news feed (in Faroese). ,Portal.fo - froyski portalurin,http://www.portal.fo/
FRO," run by world news network, has some Faroe Islands related news. ",Faroe Times,http://www.faroetimes.com/
FRO," Broadcasting Faroe Islands, the Faroese Radio and Television. ",Kringvarp Froya,http://kvf.fo/
FJI,,News,news.html
FJI, Fiji Islands News.,fijilive.com,http://www.fijilive.com/
FJI, Fiji Times online news.,Fiji Times,http://www.fijitimes.com/
FJI, Fiji news. ,Fijivillage.com,http://www.fijivillage.com/
FJI, Pacific Islands related News.,"Pacific
Islands Report",http://pidp.eastwestcenter.org/pireport/text.shtml
FJI,,Pacific Islands News Association,http://www.pina.com.fj/
FJI,,Radio Fiji,http://rf1.fbc.com.fj/
FIN, International Edition.,Helsingin Sanomat,http://www.helsinki-hs.net/
FIN, Daily news updates.,NewsRoom Finland,http://virtual.finland.fi/news/
FIN, ,Finnish News Agency STT,http://www.stt.fi/
FIN, English language headline news. ,"News from Finnish News
Agency STT",https://finland.fi/news/
FIN, With Links to Finnish Newspapers.,Finnish Newspapers Association,http://www.sanomalehdet.fi/
FIN,,YLE Radio Finland,http://yle.fi/
GUF, News from Saint-Laurent du Maroni and French Guiana (in French).,97320.com,http://www.97320.com/
GUF, The little Journal of Kourou (in French).,blada,http://www.blada.com/
PYF,,News,news.html
PYF, Tahiti news magazine (in French).,Tahiti Pacifique,http://www.tahiti-pacifique.com/
PYF, Tahitian press agency. ,tahitipresse,http://www.tahitinews.co/
GAB," Radio Africaine, a pan-African broadcaster based in Gabon (in French).",Africa No1,http://www.africa1.com/
GAB, Gabon related website with news from the country (in French),XXGabon Flash,http://www.flashgabon.com/
GAB, Gabon related news by the UN news agency.,"IRIN
News",https://www.irinnews.org/afrique/afrique-de-louest/gabon
GMB,"<a href=""press_freedom.htm"">2016 World Press Freedom Index</a>",Reporters Without Borders,https://rsf.org/en/ranking
GMB,,2016 World Press Freedom Index,press_freedom.htm
GMB, Daily news from the region (Banjul).,Daily Observer,https://observergm.com/
GMB, Gambian newspaper.,The Daily News,http://dailynews.gm/
GMB, Private newspaper published twice weekly (Serrekunda).,Foroyaa Newspaper,http://www.foroyaa.gm/
GMB, National and regional news from the Gambian newspaper.,The Point,http://www.thepoint.gm/
GMB, Gambia related article by the UN news agency.,IRIN News: The challenge of building ¡°New Gambia¡±,http://www.irinnews.org/feature/2016/12/06/challenge-building-¡°new-gambia¡±
GMB, A List of Gambian radio stations broadcasting on the internet.,Gambia Radio Stations,https://thegambiaradio.com/
GMB, Radio Free Gambia on Facebook with general information about The Gambia in English. ,Radio Free Gambia - RFG,https://www.facebook.com/GBroadcastProject/
GEO, A daily newspaper. (in Georgian),The Georgian Times,http://www.geotimes.ge/
GEO, Independent news gathering organization. (in Georgian),Prime News Agency,http://eng.ghn.ge/
GEO, Georgia related news.,Georgian Journal,https://www.georgianjournal.ge/
GEO, Media.ge is the first and so far the only Georgian resource covering only Georgian media issues. ,Media.ge,http://www.media.ge/en/
GHA,,News,news.html
GHA," Major news source with news, commentaries, business, sports and entertainment. ",All Ghana News,http://allghananews.com/
GHA, Ghana news online.,Ghanaian Chronicle,http://thechronicle.com.gh/
GHA,,Daily Guide Africa,http://dailyguideafrica.com/
GHA,,The Ghanaian Times,http://www.ghanaiantimes.com.gh/
GHA, Find Ghana related news. ,Google News Search,https://news.google.com/news?q=Ghana
GRL,,News,news.html
GRL, Regional news.,The Arctic Journal,http://arcticjournal.com/
GRL, Greenland magazine.,Greenlandtoday,http://greenlandtoday.com/
GRL, Greenland news (in Dansk).,Kamikposten - Nyheder,http://www.kamikposten.dk/
GRL, One of two national newspapers in Greenland (in Dansk).,Sermitsiaq,http://sermitsiaq.ag/
GRL,,Kalaallit Nunaata Radioa,http://www.knr.gl/
GRD,,Grenada Broadcast,http://www.grenadabroadcast.com/
GRD," Provides limited radio stream, news and forum. ","Grenada Broadcasting
Network",http://www.klassicgrenada.com/
GLP, Guadeloupe news (in French),France-Antilles,http://www.guadeloupe.franceantilles.fr/
GLP, St. Martin newspaper.,Daily Herald,http://www.thedailyherald.com/
GLP, Local news of Baie Mahault. (in French),"l'Actualit¨¦ de la
commune de Baie Mahault",http://www.baie-mahault.net/
GLP, News from French Caribbean. (in French),Radio Caraibes International,http://www.rci.fm/
GLP,,Radio Saint Barth,http://www.radiostbarth.com/
GLP, Public TV station. ,France T¨¦l¨¦visions Guadeloupe,https://la1ere.francetvinfo.fr/guadeloupe/
GUM, Local news from Guam. ,Pacific Daily News,http://www.guampdn.com/
GUM, Island News.,Kuam,http://kuam.com/
GUM, Public island PBS station.,PBS Guam,http://pbsguam.org/
GTM,,News,news.html
GTM,,elPeri¨®dico,http://www.elperiodico.com.gt/
GTM, Guatemala News (in Spanish).,La Hora,http://lahora.gt/
GTM, Guatemala News (in Spanish).,Prensa Libre,http://www.prensalibre.com/
GTM, Guatemala's English-language Magazine.,Revue,http://www.revuemag.com/
GTM," Siglo Veintiuno, a Guatemala daily newspaper (in Spanish)",SigloXXI,http://www.diariosigloxxi.com/
GIN,,News,news.html
GIN, The Guinean Press Agency.,Agence Guin¨¦enne de Presse,http://www.agpguinee.org/
GIN, Guinea news online. ,Conakry Live,http://www.conakrylive.info/
GIN, Derni¨¨res nouvelles de la Guin¨¦e. ,Guin¨¦enews,http://guineenews.org/
GIN, And more Guinea news.,Guineeinfos,http://guineeinfos.org/
GIN, Daily news from Guinea.,Focus Guinee,http://www.focusguinee.info/
GIN, Guinea Latest News.,allAfrica.com: Guinea,http://allafrica.com/guinea/
GNB,,News,news.html
GNB,,Ag¨ºncia de Not¨ªcias da Guin¨¦,http://ang.gw/
GNB,,"allAfrica.com: Guinea
Bissau",http://allafrica.com/guineabissau/
GNB, Some old news. ,Gazeta de Noticias,http://www.gaznot.com/
GNB, News from Guinea-Bissau provided by the UN news agency.,"IRIN
News",http://www.irinnews.org/afrique/afrique-de-louest/guinea-bissau
GNB, Guinea-Bissau related news (in Portuguese),Not¨ªcias Lus¨®fonas: Guinea-Bissau,http://www.noticiaslusofonas.com/view.php?catogory=Guin%E9%20Bissau
GUY,,News,news.html
GUY,,RFS,https://rsf.org/en/guyana
GUY, Guyana's Government's communication and information agency.,"The Government Information Agency
(GINA)",http://www.gina.gov.gy/
GUY, Guyana News.,Guyana Chronicle,http://www.guyanachronicle.com/
GUY, Guyana private daily.,Kaieteur News,http://www.kaieteurnewsonline.com/
GUY, Local News.,Stabroek News,http://www.stabroeknews.com/category/guyana-review/
GUY, News magazine online.,Weekend Mirror,http://www.mirrornewsgy.com/
HTI, The Haitian Press Agency.,"L'Agence Hatienne de
Presse",http://www.ahphaiti.org/
HTI, Weekly News from Haiti (French).,Hati en Marche,http://www.haitienmarche.com/
HTI, Haiti News.,Haitian Times,http://www.haitiantimes.com/
HTI, Haiti News.,Hati Progr¨¨s,http://www.haiti-progres.com/
HTI, The scholarly journal of democracy and human rights. ,Wehaitians.com,http://www.wehaitians.com/
HTI, Daily news and current events.,Haiti Star,http://www.haitistar.com/
HTI, News agencies current news on Haiti. ,"Yahoo! News
Full Coverage-Haiti News",http://dailynews.yahoo.com/fc/World/Haiti/
VA,,News,news.html
VA," Daily news and Documentation, daily bulletins.","Holy
See Press Office",http://www.vatican.va/news_services/press/index.htm
VA, Pontifical Mission Society news service - Congregation news.,Agenzia Fides,http://www.fides.org/
VA," Magazine on what is going on ""Inside The Vatican"".",InsideTheVatican,http://www.insidethevatican.com/
VA, A Vatican daily.,"L'Osservatore
Romano",http://www.osservatore-romano.de/
VA, CNS is the primary source of national and world news that appears in the U.S. Catholic press.,Catholic News Service,http://www.catholicnews.com/
VA," International News Agency covering events, documents and issues from or concerning the Catholic Church. ",Zenit,http://www.zenit.org/
VA, Radio Vatican.,Radio Vaticana,http://www.vaticanradio.org
VA, Vatican Television Center ,Centro Televisivo Vaticano CTV,http://www.ctv.va/
HND, Tiempo Digital - National and international news (Spanish),El Tiempo,http://www.tiempo.hn
HND, National and international news.,Honduras This Week,http://www.marrder.com/htw/
HND, Hondura news (Spanish),La Prensa,http://www.laprensa.com.ni/
HND, National and international news (Spanish) ,La Tribuna,http://www.latribuna.hn/
HUN, Hungarian News Agency.,Magyar T¨¢virati Iroda Rt.,http://www.mti.hu
HUN, Hungarian news site.,hvg.hu,http://hvg.hu/
HUN, National and international news.,Budapest Times,http://budapesttimes.hu/
HUN, Budapest Online magazine.,Budapest Week,http://www.budapestweek.hu/
HUN, English-language non-partisan online news source.,Hungarian Free Press,http://hungarianfreepress.com/
HUN, English-language journal. ,The Hungarian Quarterly,http://www.thehungarianquarterly.com/
ISL, Daily news from Iceland.,Iceland Magazine,http://icelandmag.visir.is/
ISL, Iceland news magazine (in English),Iceland Monitor,http://icelandmonitor.mbl.is/
ISL, Various Icelandic news outlets.,mbl.is,https://secure.mbl.is/
ISL, Icelandic news paper (in Icelandic),Morgunbladid,https://secure.mbl.is/
ISL, National and international news (in Icelandic) ,V¨¬sir.is,http://www.dv.is/
IRQ, Iraq and Middle East news.,Al Bawaba,http://albawaba.com/en/countries/Iraq
IRQ, Provides comprehensive information about Iraq and the Middle East.,Aljazeera.Net,http://english.aljazeera.net/
IRQ,,Al-Sabaah,http://www.alsabaah.com/
IRQ,"London-based daily, a domestic edition is printed in Baghdad and Basra, its English-language pages offers heavy but naive critic on operations of the allied forces in Iraq and elsewhere.",Azzaman,http://www.azzaman.com/english/
IRQ,Baghdad daily.,Al-Mada,http://www.almadapaper.com/
IRQ,Basra daily.,Al-Manarah,http://www.almannarah.com/
IRQ,(English: Where the Sun Rises) a Baghdad daily.,Al-Mashriq,http://www.al-mashriq.net/
IRQ,Baghdad daily.,Ad-Dustur,http://www.daraddustour.com/
IRQ, ,Nahrain,http://www.nahrain.com/
IRQ,,Radio Free Iraq,http://www.iraqhurr.org/
IRQ, Provides also links to Iraq related news and background information.,BBC News Country Profile: Iraq,http://news.bbc.co.uk/1/hi/world/middle_east/country_profiles/791014.stm
IRQ, Iraq special report and latest news.,"Guardian Unlimited (UK)
- Special report: Iraq",http://www.guardian.co.uk/Iraq/
IRQ,"Guardian Unlimited series of leaked reports on the war in Iraq is based on 391,832 previously secret US military field reports and details the unvarnished and often unknown realities of the war in Iraq.",Iraq: The war logs,http://www.guardian.co.uk/world/iraq-war-logs
IRQ,,Iraq Daily,http://www.iraqdaily.com/
IRQ, Egypt based - with Middle East news. ,Middle East Times,http://www.metimes.com/
IRQ, Reuters news. ,Reuters AlertNet - Iraq in turmoil,http://www.alertnet.org/db/crisisprofiles/571273.htm
IRQ, UN News about the situation in Iraq. ,"UN
News Center",http://www.un.org/apps/news/infocusRel.asp?infocusID=50&Body=Iraq&Body1=inspect
IRQ, Press agencies news on Iraq.,Yahoo! News Full Coverage-Iraq,https://news.yahoo.com/fc/World/Iraq
CIV2,,News,news.html
CIV2, With news from Cte d'Ivoire (in French),abidjan.net,http://www.abidjan.net/
CIV2, Cte d'Ivoire news (in French) ,Fraternit¨¦ Matin,http://news.abidjan.net/presse/fratmat.htm
CIV2, More news from Cte d'Ivoire (in French) ,Le Patriote,http://www.lepatriote.net/
CIV2, Ivory Coast news (in French),Soir Info,http://www.soirinfo.com/
CIV2, by allAfrica.com,"Cte d'Ivoire
Top News",http://allafrica.com/cotedivoire/
CIV2,,"Reuters
AlertNet - Ivory Coast",http://www.alertnet.org/db/cp/ivory_coast.htm
CIV2, Article about a textbook case of army mutiny in Ivory Coast.,The Washington Post: Ivory Coast,https://www.washingtonpost.com/news/monkey-cage/wp/2017/01/10/the-events-in-ivory-coast-last-week-were-a-textbook-case-of-mutiny/?utm_term=.65fec5b8924f
JAM,,1,https://www.bbc.com/news/world-latin-america-18784064
JAM, Biggest national news paper offers Jamaica News and country information.,Jamaica Gleaner,http://www.jamaica-gleaner.com/
JAM, Jamaica News.,The Jamaica Observer,http://www.jamaicaobserver.com/
JAM, More Jamaican News. ,The Jamaica Star,http://www.jamaica-star.com/
JAM,,Radio Jamaica,http://www.radiojamaica.com
JOR, Jordan daily newspaper (in Arabic).,Ad-Dustour Newspaper,http://www.Addustour.com/
JOR, National and international news (in Arabic).,Al-Ra'i,http://www.alrai.com/
JOR, Jordan's English-language daily newspaper.,Jordan Times,http://www.jordantimes.com/
JOR, The Jordan News Agency.,Petra News Agency,http://www.petra.gov.jo/
KAZ, Kazakhstans Business news (in Kazakh),Delovaya Nedelya,http://www.dn.kz/
KAZ, Biweekly English-language newspaper.,The Astana Times,http://astanatimes.com/
KAZ, Private newspaper in Russian-language.,Ekspress-K,http://www.express-k.kz/
KAZ, National daily newspaper online.,Kazakhstanskaya Pravda,http://www.kazpravda.kz
KAZ, Kazakhstan weekly news (Russian),Panorama,http://panoramakz.com/
KAZ, Information Center Kazakhstan (in Russian). ,Press Club,http://www.pressclub.kz/
KAZ, Online news with English-language pages.,Gazeta.kz,http://eng.gazeta.kz/
KAZ, Service of Russian news agency Interfax.,Interfax Kazakhstan,https://www.interfax.kz/?lang=eng
KAZ,,Kazinform,http://www.inform.kz/indexeng.html
KAZ," Provides also news in Kazakh, Russian and English.",Caspionet,http://www.caspionet.kz/
KAZ, Broadcasting Company and News Agency of Kazakhstan.,Khabar,http://www.khabar.kz/
KEN,,News,news.html
KEN, Kenya's biggest daily paper.,Daily Nation,http://www.nationmedia.com/
KEN, The East African Online Edition.,The Standard,http://www.eastandard.net
KEN, Kenyan weekly news.,"The
East African",https://www.theeastafrican.co.ke/
KEN,,Kenya Broadcasting Corporation,http://www.kbc.co.ke/
KIR, Australia based Pacific Islands News and Information. ,The CocoNET Wireless,http://www.uq.edu.au/coconet/
KIR, Pacific Islands related News.,"Pacific
Islands Report",http://pidp.eastwestcenter.org/pireport/text.shtml
PRK, Responsible for North Korea's news.,Korean Central News Agency (KCNA),http://www.kcna.kp/
PRK, Supreme Leader's Activity In DPRK.,The Rodong Sinmun,http://www.rodong.rep.kp/en/
PRK, Official news from the DPRK. ,Naenara,http://www.naenara.com.kp/en/
PRK," Organ of the pro-North Korea representative body, with seat in Japan.",The Choson Sinbo,http://chosonsinbo.com/
PRK," State-run external service, web pages in several languages. ",Voice of Korea,http://www.vok.rep.kp/CBC/
PRK," North Korea news with US background, headquartered in Seoul.",NK News,https://www.nknews.org/
PRK, Online newspaper with North Korea related news based in Seoul.,Daily NK,https://www.dailynk.com/
PRK,,"You
want to know why North Korea did it? It's their economy, stupid . . .",https://www.nytimes.com/2016/09/09/world/asia/north-korea-nuclear-test.html?_r=0
PRK,,"China's
'nightmare scenario'",http://news.bbc.co.uk/2/hi/asia-pacific/6036595.stm
KOR, Daily News in English about Korea.,Chosun Ilbo,http://english.chosun.com/
KOR,,JoongAng Daily,http://www.joongang.co.kr/
KOR,,English edition,http://koreajoongangdaily.joins.com/
KOR,,Korea Herald,http://www.koreaherald.co.kr/
KOR, The Korea Times Online News.,Korea Times,http://www.koreatimes.co.kr/
KOR, Korean News Agency. ,Yonhap News Agency,http://www.yonhapnews.co.kr/
KOR, National and international news by Korean Broadcasting System. ,KBS Global,http://english.kbs.co.kr/
KGZ, Kyrgyzstan News Agency.,AKI press,http://www.akipress.com/
KGZ, Kyrgyz National Agency of Telecommunication and Information.,Kabar News Agency,http://kabar.gov.kg/
KGZ, Private daily (in Russian).,Moia Stolitsa Novaia MSN,http://www.msn.kg/
KGZ, Kyrgyz News (in Kyrgyz).,Res Publica,http://www.respublica.elcat.kg/
KGZ,,Vecherniy Bishkek,http://www.vb.kg/
LAO,,News,news.html
LAO,,Reporters Without Borders: Laos,https://rsf.org/en/laos
LAO, Lao News Agency.,Khaosan Pathet Lao,http://kpl.gov.la/EN/
LAO, Online news (in Lao),Vientiane Mai,http://www.vientianemai.net/
LAO," Official news from Laos, English-language weekly.",Vientiane Times,http://www.vientianetimes.org.la/
LAO, News headlines (pdf format in Lao) ,Pasaxon,http://www.pasaxon.org.la/
LAO," French language news paper, Vientiane.",Le R¨¦novateur,http://www.lerenovateur.la/
LAO, US based site with Lao news and information.,VientianeTimes.com,http://www.vientianetimes.com/Headlines.html
LAO,,Lao National Radio,http://www.lnr.org.la/
LAO,,Radio Free Asia,http://www.rfa.org/english/
LAO, Press agencies news on Laos ,Google News Laos,https://news.google.com/news?hl=en&q=Laos
LAO, Background Briefings. ,Human Rights Watch: Laos,https://www.hrw.org/asia/laos
LAO, Annual report 2015 about Press freedom in the country. ,Reporters sans fronti¨¨res - Laos,https://rsf.org/fr/laos
LVA,,1,https://www.bbc.com/news/world-europe-17528622
LVA,,2,https://rsf.org/en/latvia
LVA,,3,https://www.theguardian.com/world/2017/sep/05/west-failing-to-tackle-russian-hacking-and-fake-news-says-latvia
LVA, News from the Baltic Region.,The Baltic Times,http://www.baltictimes.com/
LVA, Latvian news magazine (in Latvian) ,Delfi,http://www.delfi.lv/
LVA, National news (in Latvian),Diena,http://www.diena.lv/
LVA, Daily news.,nra.lv,http://nra.lv/
LVA, Latvian News Agency.,LETA News Agency,http://www.leta.lv/eng
LVA, Latvia news by the Guardian.,Latvia - The Guardian,https://www.theguardian.com/world/latvia
LVA," International Latvian site with news reports, current affairs and interviews.",Latvians Online,http://www.latviansonline.com/
LVA, Digital news channel in Latvia.,"Play
24",http://play24.lv/
LVA, Commercial tv channel owned by Sweden's MTG.,TV3,https://skaties.lv/tv3/
LSO, Official Lesotho News.,LENA-Lesotho News Agency,http://www.lena.gov.ls/
LSO, News from Lesotho.,Public Eye,http://www.publiceyenews.com/
LSO," Leading newspaper from South Africa, covers all Africa with current information.",Mail & Guardian,http://www.mg.co.za/
LBR,,News,news.html
LBR, Liberian news published in Monrovia.,The Inquirer,http://www.theinquirer.com.lr/
LBR, Private daily news published in Monrovia.,The New Dawn,http://www.thenewdawnliberia.com/
LBR, Daily Observer newspaper online.,Daily Observer,https://www.liberianobserver.com/
LBR, Monrovia based Liberian newspaper online.,FrontPage Africa,http://www.frontpageafricaonline.com/
LBR, US based online news.,The Liberian Times.com,http://theliberiantimes.weebly.com/
LBR, TLC Africa Internet Magazine.,The Liberian Connection,http://www.tlcafrica.com/
LBR, Newsmagazine covers Liberian issues from politics to the environment.,The Perspective,http://www.theperspective.org/
LBR," Independent and non-political Internet Magazine, dedicated to the promotion of Liberia in west Africa.",Liberian Post,http://liberian.tripod.com/
LBR,,Liberia Broadcasting System,http://elbcradio.com/
LBR, US based african news site. ,"allafrica.com - Liberia
News",http://allafrica.com/liberia/
LBR, UN agency with news coverage West Africa.,"IRIN
News West Africa",https://www.irinnews.org/afrique/west-africa
LBY, Libya's Official News Provider,"Jamahiria News Agency
(Jana)",http://www.jana-news.ly/
LBY, One of the main dailies in Libya.,Al Fajr al Jadeed,http://www.alfajraljadeed.com/
LBY, Daily newspaper. ,Al Jamahiria,http://www.aljamahiria.com/
LBY, Libyan daily (in Arabic and partly in French),Al Shames,http://www.alshames.com/
LBY, Current News from Libya.,Libya: News and Views,http://www.libya-watanona.com/
LBY, ,Al Jazeera,http://english.aljazeera.net/
LBY,,LJBC,http://www.ljbc.net/
LIE, Regional news (in German),Liechtensteiner Vaterland,http://www.vaterland.li/
LIE, Regional news (in German),Liechtensteiner Volksblatt,http://www.volksblatt.li/
LIE, The local radio station (in German).,Radio Liechtenstein,http://www.radiol.li/
LTU, Lithuanian News Agency.,ELTA,http://www.elta.lt/
LTU, National daily news (in Lithuanian).,Lietuvos rytas,http://www.lrytas.lt/
LTU," Lithuanian daily, Vilnius (in Lithuanian).",Lietuvos Zinios,http://www.lzinios.lt/
LTU, Lithuanian newspaper from Kaunas (in Lithuanian).,Kauno diena,http://www.kaunodiena.lt/
LTU, A political weekly (in Lithuanian).,Veidas,http://www.veidas.lt/
LTU,,Verslo Zinios,http://vz.lt/
LTU," News from Latvia, Estonia and Lithuania.",Baltic Times,http://www.baltictimes.com/
LTU,,"Lietuvos nacionalinis radijas ir
televizija",http://www.lrt.lt/
LTU, Commercial radio station for pop music.,Radiocentras,http://rc.lt/
LUX, Daily news (in French),Tageblatt,http://www.tageblatt.lu/
LUX,,T¨¦l¨¦cran,http://www.telecran.lu/
LUX, Luxembourg news (in German an English),wort.lu,http://www.wort.lu/
LUX, More Luxembourg news (in German),Zeitung vum Ltzebuerger Vollek,http://www.zlv.lu/
LUX,,Woxx,http://www.woxx.lu/
LUX, Radio and Television Luxembourg.,RTL,http://www.rtl.lu/
LUX, Popmusic station.,Eldoradio,http://www.eldoradio.lu/
MAC, Official Macau News.,Government Information Bureau,http://www.gcs.gov.mo/
MAC, Regional and local news (in Portuguese),Jornal Tribuna de Macau,http://www.jtm.com.mo/
MAC, A portal of a Portuguese-language daily.,Ponto Final,http://www.pontofinalmacau.com/
MAC, Macao's main daily (in Chinese),Macao Daily News,http://www.macaodaily.com/
MAC," The Jornal Va Kio, a Chinese-language daily.",Va Kio Daily,http://www.vakiodaily.com/
MAC, Teledifuso de Macau (Macao TV) ,TDM,http://www.tdm.com.mo/
MWI,,News,news.html
MWI,,Freedom House,https://freedomhouse.org/country/malawi
MWI, Malawi News online. ,Malawi Star,https://www.malawistar.com/
MWI, Malawi News.,The Nation,http://mwnation.com/section/news/national-news/
MWI, Malawi online news.,Nyasatimes,https://www.nyasatimes.com/
MWI, Malawi Times online news.,The Times,http://www.times.mw/
MWI, Regional Malawi news provided by allAfrica.com,allAfrica.com Malawi,http://allafrica.com/malawi/
MWI," Malawi radio station, provides news headlines. ",Capital FM Malawi,http://www.capitalradiomalawi.com/
MDV,"<sup>[<a href=""http://maldivesindependent.com/feature-comment/next-is-you-more-death-threats-follow-bloggers-murder-130468"" target=""_blank"">2</a>]</sup>",RSF,https://rsf.org/en/maldives
MDV,,2,http://maldivesindependent.com/feature-comment/next-is-you-more-death-threats-follow-bloggers-murder-130468
MDV," A news website that promotes freedom, democracy and rule of law in the Maldives.",Dhivehi Observer,https://doreview.blogspot.de/
MDV," Maldives news, Maldives' oldest newspaper closed in 2016 after a controversial court into an ownership dispute.",Haveeru daily,http://www.haveeru.com.mv/
MDV, National news posts. ,Miadhu daily,http://www.miadhu.com/
MDV, English-language news website. ,Maldives Independent,http://maldivesindependent.com/
MDV, Maldives news (in Divehi). ,Sun,https://sun.mv/
MLI,,News,news.html
MLI, Mali Headlines by Africa News.,Africa News Mali,http://allafrica.com/mali/
MLI, State-owned national daily published in Bamako provides national and international news. (in French),L'Essor,http://lessor.fr/
MLI, Privately-owned daily. (in French),Info Matin,http://www.lematin.ch/flash-info/
MLI, Mali news. (in French),Maliactu.net,http://maliactu.net/
MLI, News from and about Mali. ,Maliweb.net,http://www.maliweb.net/
MLI,,Agence Malienne de presse et de publicit¨¦,http://www.amap.ml/
MLI,,Office de la Radiodiffusion Television du Mali,http://ortm.ml/
MHL, Australia based Pacific Islands News and Information.,The CocoNET Wireless,http://www.uq.edu.au/coconet/
MHL, Marshall Islands related News from the US.Base.,"Kwajalein
Hourglass",http://www.smdc.army.mil/KWAJ/Hourglass/contents.html
MHL," A News Service Provided by Pacific Islands Development Program/East-West Center, Hawaii.","Pacific Islands
Report",http://pidp.eastwestcenter.org/pireport/
MHL, Marshall Islands portal site with news and views related to the region.,Yokwe Online,http://www.yokwe.net/
MTQ, Caribbean Net News with Caribbean and Martinique related news.,"Caribbean
Net News",http://www.caribbeannetnews.com/
MTQ, Radio Martinique has some regional news (in French). ,"RFO
Martinique",https://la1ere.francetvinfo.fr/martinique/
MEX,,Freedom House,https://freedomhouse.org/report/freedom-press/2015/mexico
MEX, Mexican newspaper.,El Heraldo de Mexico,http://www.elheraldo.co/mexico
MEX, Important Mexican newspaper.,El Universal,http://www.eluniversal.com/daily-news/
MEX, Weekly newspaper with presence in the South of Jalisco.,El Sur,http://www.periodicoelsur.com/
MEX, Pol¨ªtica y cultura en l¨ªnea. ,Etcetera,http://www.etcetera.com.mx/
MEX, National and international news. ,La Cr¨®nica de Hoy,http://www.cronica.com.mx/
MEX, Mexican newspaper.,La Jornada,http://www.jornada.unam.mx/
MEX, National and international news.,Milenio,http://www.milenio.com/
MEX, Mexican Daily.,Reforma,http://www.reforma.com.mx/
MEX, Mexican news. ,Tiempos del Mundo,http://www.tiemposdelmundo.com.mx/
